Name,Directions,Ingredients
'Stroganoff','Saute chopped onion & garlic in a little butter. Add meat, cook till completely brown. Add sliced mushrooms & cook with meat. Add soup (undiluted), then sour cream. Heat till hot; sprinkle with parsley. Serve over noodles',"1! lb! ground meat! 1! small! onion! 1! clove! garlic! 1! lb! mushrooms! 1! can! cream of chicken soup! 1! lb! sour cream! 3! c! cooked noodles! 1/2! c! snipped parsley"
